url,本文,日付,View数,Like数
https://www.instagram.com/p/BcPTmxChoAR,"スイッチ一つでほったらかし！ 
簡単にほろほろチキンができますよ♪ 
特別な日にはジューシーな #ほろほろクリスマスチキン でお祝いを♡
■材料 (2人分)
・鶏もも肉（骨付き）　　2本
・にんじん 　1/3本
・じゃがいも 　2個
・キャベツ 　2枚
・塩こしょう 　少々
・オリーブオイル 　大さじ1 ☆調味料
・酒 　大さじ2
・はちみつ 　大さじ3
・しょうゆ 　大さじ3
・おろししょうが 　小さじ1
・おろしにんにく 　小さじ1
・水 　100cc
■手順
⑴ 鶏肉は骨にそって切り込みを入れ、塩こしょうをふって揉み込む。
にんじんは5mm幅に切り、星型に抜く。じゃがいもは半分に切って水に5分さらして水気を切る
⑵ フライパンにオリーブオイルを入れて熱し、鶏肉を入れ、中火で焼き色がつくまで焼いて上下を返して同様に焼く
⑶ 炊飯器の内釜に☆を入れて混ぜ、鶏肉の皮目を下にして入れて漬け込み、キャベツを乗せて落し蓋にし、じゃがいも、にんじんをのせて普通炊飯する
⑷ フライパンに3の汁を入れて中火で煮詰め、とろみが付いたら鶏肉を入れてからめる
⑸ 器にキャベツを敷き、鶏肉を盛り、じゃがいも、にんじんを添える

作ったら#デリッシュキッチン のタグをつけてぜひ教えてください！  #delishkitchen #でりっしゅ #followme #yum #yummy #food #foodie #foodpics #instafood #instagood #recipe #cooking #delicious #delistagrammer #デリスタグラマー#グルメ #レシピ #料理 #手料理 #おうちカフェ #チキン #クリスマスチキン #チキン #クリスマス
 #ターキー #炊飯器",2017-12-03 20:58:24 +0900,125566,5454
https://www.instagram.com/p/BcOq2LbBhtA,"おかわり必至！
具材の旨味と簡単とんこつ風調味料で味わい濃厚♪ #とんこつ風炊き込みご飯
ごはんと絡んでお箸が進みます。
■材料 (4人分)
・米(洗米済) 　2合
・豚バラ薄切り肉 　150g
・にんじん 　1/3本
・豆もやし 　1/2袋
・卵 　2個
・細ねぎ 　3本
・紅しょうが 　適量
[☆調味料]
・酒 　大さじ1
・みそ 　大さじ3
・おろしにんにく 　小さじ1/2
・おろししょうが 　小さじ1
・牛乳 　大さじ2
・鶏ガラスープの素 　小さじ1
・水 　適量
■手順
(1) 鍋に湯を沸かし、卵を入れて6分ゆで冷水にさらして殻をむく
(2) 豚肉は食べやすい大きさに切る
(3) にんじんは短冊切りにする。細ねぎは小口切りにする
(4) 炊飯器の内釜に米、☆を加え、水を2合の目盛りまで加えて混ぜる
(5)にんじん、豆もやし、豚肉を広げて入れ、ゆで卵を入れる
(6) 通常炊飯し、炊き上がったら全体を混ぜる
(7) 器に盛り、細ねぎをちらし、紅しょうが、卵を添える
作ったら#デリッシュキッチン のタグをつけてぜひ教えてください！  #delishkitchen #でりっしゅ #followme #yum #yummy #food #foodie #foodpics #instafood #instagood #recipe #cooking #delicious #delistagrammer #デリスタグラマー#グルメ #レシピ #料理 #手料理 #ご飯 #とんこつラーメン #豚骨 #炊き込みご飯 #とんこつ #晩ごはん",2017-12-03 15:01:41 +0900,166819,6419
https://www.instagram.com/p/BcOaZXihCXX,"フライパンでケチャップライスを作ったら
そのまま卵を流し入れるだけ！
みんな大好きオムライスが超簡単に出来上がります♪ #焼きオムライス
■材料 (2人分)
・白ごはん 　お茶碗4杯
・ソーセージ 　3本
・玉ねぎ 　1/2個
・ピーマン 　2個
・塩こしょう 　少々
・ケチャップ 　大さじ5
・サラダ油 　大さじ1
・スライスチーズ 　7枚
・ケチャップ(仕上げ)　適量
・パセリ（乾燥） 　適量
☆卵液
・卵 　4個
・塩こしょう 　少々
・粉チーズ 　大さじ2
■手順
⑴ ソーセージは輪切りにする。玉ねぎ、ピーマンはみじん切りにする。
⑵ ボウルに☆を入れ、混ぜる。
⑶ フライパンにサラダ油を入れて熱し、ソーセージ、玉ねぎを入れて中火で炒める。
⑷ 玉ねぎが透き通ったら白ごはんを加えて炒め合わせる。
⑸ 油が回ったら塩こしょう、ケチャップ、ピーマンを加え、全体になじんだら火を止め、全体に広げる。
⑹ スライスチーズを全体に敷き詰め、卵液を流し入れ、ふたをして弱めの中火で約5分、卵が半熟状になるまで蒸し焼きにする。
⑺ ケチャップをかけ、パセリをふる。

作ったら#デリッシュキッチン のタグをつけてぜひ教えてください！  #delishkitchen #でりっしゅ #followme #yum #yummy #food #foodie #foodpics #instafood #instagood #recipe #cooking #delicious #delistagrammer #デリスタグラマー#グルメ #レシピ #料理 #手料理 #おうちカフェ #卵 #洋食 #ランチ #オムライス",2017-12-03 12:37:50 +0900,226168,9723
https://www.instagram.com/p/BcN6_7ThwJF,"オーブンいらずで簡単♡フライパンでごく弱火で焼くだけ！
タルト生地はホットケーキミックスで失敗知らず♪ #りんごのタルト
さくっと濃厚な味わいとりんごのさっぱりとした味にやみつき♡
材料
(ホール1個分 /フライパン直径約24cm) .
〈タルト生地〉 .
・ホットケーキミックス　150g
・牛乳 　大さじ2
・サラダ油 　大さじ3
〈フィリング〉 .
・クリームチーズ 　200g
・砂糖 　40g.
・卵 　1個
・薄力粉 　大さじ3
・レモン汁 　大さじ1
〈りんごのコンポート〉.
・りんご 　1個
・砂糖 　30g
手順
1.りんご4等分に切って芯を取り除き、薄切りにして耐熱容器に入れ、砂糖を加えて軽く混ぜ、ふんわりとラップをして600Wのレンジで1分30秒加熱して底からすくうように混ぜ、再度ふんわりとラップをして600Wのレンジで1分加熱する
2.ボウルにホットケーキミックス、牛乳、サラダ油を入れて混ぜ、ひとまとめにし、フライパンにしき詰める
3.耐熱容器にクリームチーズを入れ、ふんわりとラップをして600Wのレンジで30秒加熱してなめらかになるまで混ぜ、砂糖、卵、薄力粉、レモン汁の順に加えてその都度混ぜて2に流し入れる
4.3にりんごを並べてふたをし、ごく弱火で20分ほど加熱する。（タルトの周りが少しキツネ色になったら焼き上がり）
5.そのまま粗熱をとって冷蔵庫で3時間〜一晩冷やし、フライパンからはずす
作ったら #デリッシュキッチン のタグをつけて教えてください♪
※フライパンから外すときはしっかりと冷やしてクリームをかため、スプーン等で型を一度押し出してみるか、崩れてしまう場合は冷凍庫で2時間ほど半冷凍状態にしてからフライパンを少し持ち上げて何度かたたいて表面を抑えながらフライパンを裏返すと取り出しやすいです。
#delishkitchen #でりっしゅ #followme #yum #yummy #food #foodie #foodpics #instafood #instagood #recipe #cooking #delish #delistagrammer #デリスタグラマー #おうちごはん #おうちカフェ #グルメ #レシピ #料理 #手料理 #スイーツ #おやつ #手作りお菓子 #りんご #手作りおやつ #お菓子作り",2017-12-03 08:02:29 +0900,156678,7301
https://www.instagram.com/p/BcMayD-hA8Y,"これ1つで味が決まる！創味シャンタンで作るレモン鍋！
レモンの輪切りが見た目鮮やか！さっぱり食べられる本格がらスープのお鍋です♪
豆乳鍋やキムチ鍋などにもアレンジできるので、是非試してみてください！
[Presented by創味食品]
.
＜アレンジ鍋レシピはこちらをチェック＞
http://www.somi.jp/syantan-nabe/
.
■材料（4人分）
鶏もも肉  2枚（600g）
レモン（国産）	1個
キャベツ  1/2個
にんじん  1/2本
ねぎ 	1本
しめじ  1袋
れんこん  70g
水菜  1/3袋
大根  10cm（250g）
創味シャンタン	大さじ2
水  800cc
こしょう	少々
.
■手順
1. 鶏肉は一口大に切る 
2. レモンは輪切りにし、キャベツは一口大に切る
3. にんじんはピーラーでリボン状にし、残りの部分は薄切りにする
4.ねぎは斜め切りにし、しめじは根元を切り落としてほぐす
5.れんこんは輪切りにして水にさっとさらし、水気を切る
6. 水菜は3cm幅に切る
7.大根はすりおろして水気を切る	8. 鍋に水、創味シャンタンを入れて熱し、煮立ったらキャベツ、にんじん、ねぎ、しめじ、 
鶏肉を加え、再度煮立ったらふたをして弱火で10分煮る 
9. れんこん、レモンを加えてさっと煮、水菜、大根おろしをのせる 
10. こしょうで味をととのえる

作ったら#デリッシュキッチン のタグを付けて教えてください♩

#delishkitchen #でりっしゅ #followme #yum #yummy #food #foodie #foodpics #instafood #instagood #recipe #cooking #delicious #鍋 #おなべ  #なべぱ #れもん鍋 #レモン #レモン鍋 #シャンタン #創味シャンタン",2017-12-02 18:00:12 +0900,223442,9241
https://www.instagram.com/p/BcMGPzSBWY7,"豚バラ、大葉、チーズを春巻きの皮と一緒にくるくる巻いて	
揚げ焼きに！ #くるくる春巻き　ジューシーな味わいとパリッとした食感に！
やみつきです♡
■材料 (2人分)
・春巻きの皮 　2枚
・豚バラ薄切り肉　　150g
・大葉 　6枚
・スライスチーズ　　4枚
・もやし 　1/2袋
・サラダ油 　大さじ4

水溶き薄力粉
・薄力粉 　小さじ1
・水 　小さじ1
タレ
・からし 　適量
・しょうゆ 　適量
■手順
⑴ 春巻きの皮に豚肉を広げ、手前に大葉、スライスチーズ、もやしを順にのせる
⑵ 手前からくるくると巻き、巻き終わりに水溶き薄力粉をつけて閉じ、食べやすい大きさに切る
⑶ フライパンにサラダ油を入れて熱し、2を入れ、転がしながら火が通るまで弱火で5〜6分揚げ焼きにする
⑷ お好みでからししょうゆをつける
作ったら #デリッシュキッチン のタグをつけて教えてください♪
#delishkitchen #followme #yum #yummy #food #foodie #foodpics #手料理 #おうちごはん #cooking #delicious #グルメ #レシピ #recipe #クッキング #料理 #でりっしゅ #instagood #デリスタグラマー #delistagrammer #instafood  #春巻き #くるくる #チーズ #おもてなし",2017-12-02 15:01:40 +0900,245899,9577
https://www.instagram.com/p/BcLxWe2hHmM,"ホットケーキミックスでとっても簡単にツリーコロネが作れます♡ #ツリーコロネ
型もオーブンも不要でお手軽！
お子様と一緒に作ってみてはいかがでしょうか？
■材料(4本分)
ホットケーキミックス　150g
牛乳 　大さじ3
生クリーム 　100cc
砂糖 　大さじ1
バナナ 　1本
レモン汁 　小さじ1
チョコレート 　50g
粉砂糖 　適量
■手順
(1)牛乳パックを円すい状に丸めてホッチキスで止め、アルミホイルで包む。
(2)ボウルにホットケーキミックス、牛乳を加えて混ぜる。
(3)ひとまとまりになったら4等分にして細く伸ばす。
(4)型に巻きつけ、形を整えて天板にのせ、牛乳パックを抜く。（牛乳パックは加熱用にできていないため必ず一緒に焼かないようにしましょう！）トースターでときどき転がしながら7〜10分程度焼く。
(5)ボウルに生クリームと砂糖を入れてツノが立つまで泡立てる。
(6)バナナは5mm幅に切り、レモン汁をふる。
(7)コロネにクリームとバナナを入れる。
(8)耐熱ボウルにチョコレートを割り入れてふんわりとラップをし、600Wのレンジで1分加熱してなめらかに艶が出るまで混ぜる。
(9)7にかける。粉砂糖をふる。
作ったら#デリッシュキッチン のタグをつけてぜひ教えてください！  #delishkitchen #でりっしゅ #followme #yum #yummy #food #foodie #foodpics #instafood #instagood #recipe #cooking #delicious #delistagrammer #デリスタグラマー#グルメ #レシピ #料理 #手料理 #おうちカフェ #手作りお菓子 #おやつ #パーティー #クリスマス",2017-12-02 11:59:00 +0900,155171,5866
https://www.instagram.com/p/BcLX4KFB79z,"お家のオムライスに革命を起こしませんか？ #とろ〜りオムライス
とろ～り卵がご飯にからむあのオムライスをお家で作れます！
半熟状態で一度取り出してラップで形を作るのがポイントです♪
■材料(2人分)
・鶏もも肉　　1/2枚（100g）
・たまねぎ　　1/2個
. ☆卵液
・卵 　6個
・牛乳 　大さじ2
・塩こしょう　少々
.
・サラダ油　　大さじ1
・酒 　大さじ1
・白ごはん　　どんぶり2杯分
・ケチャップ　60g
・バター 　20g
.
■手順
1. たまねぎは粗くみじん切りにする。鶏肉は小さめの一口大に切る。☆卵液の材料を容器に入れて混ぜ合わせる
2. フライパンにサラダ油入れて熱し、鶏肉をいれ炒める。肉の色が変わったら玉ねぎ加えて炒め、しんなりとしたら、酒を加え水分がなくなるまで炒め合わせる
3. 温かいごはん、ケチャップを加え、色が深いオレンジ色になるまでほぐすように炒めてチキンライスを作り、器に盛る
4. フライパンにバター10gを入れて中火で熱し、溶けたら卵液の半分を入れて半熟になるまで混ぜながら加熱する
5. 緩めの半熟になったらラップに出し、ラップで丸め込む。半熟側を下にしてフライパンに戻す
6. 弱火で数秒熱し、下部の卵に火を通してフライパンからすべらせるように取り出してチキンライスの上にのせる
7. 卵にだんだん火が入っていくので、なるべく早く縦に切り目を入れ、チキンライスをおおうようにして左右に広げる。お好みでケチャップをかける。同様にしてもう1つ作る
作ったら #デリッシュキッチン のタグをつけて教えてください♪
#delishkitchen #followme #yum #yummy #food #foodie #foodpics #手料理 #おうちごはん #cooking #delicious #グルメ #レシピ #recipe #クッキング #料理 #でりっしゅ #instagood #デリスタグラマー #delistagrammer #instafood  #オムライス #半熟 #簡単",2017-12-02 08:17:25 +0900,330355,13556
https://www.instagram.com/p/BcJ2AGqha2s,"ワイン × ホワイトチョコの驚きの美味しさ♪
特別な日にも大活躍の、簡単にできるスイーツテリーヌです！
話題の甘口低アルコール赤ワインを使用しています♪
※ワインについては、Webで「QVC ソレイユ」のワードでご検索ください！
[Presented by QVC]
.
--------------------------------
QVCでは日々お買い得商品をTVショッピングで提供しています。
今回使用した赤ワインは30日間返品・交換可能※なので、安心感をもってご購入いただけます！（※QVCジャパンの規定による） ※詳しくは、Webで「QVC ソレイユ」のワードでご検索ください！
.
普段ワインを飲まない方からワイン通の方まで楽しめる本格赤ワインです。ワインの風味を生かした美味しいデザートテリーヌに仕上がっているので、ぜひお気軽にお試しください♪
--------------------------------
.
材料（500ccの牛乳パック1本分）
■赤ワインとベリーのゼリー
赤ワイン 　大さじ2
水 　150CC
砂糖 　大さじ3
ゼラチン 　3g
水 　大さじ1
いちご 　6個
ラズベリー 　15個
ブルーベリー 　15個
.
■ホワイトチョコレートムース
生クリーム 　100cc
ホワイトチョコレート　　50g
ゼラチン 　3g
水 　大さじ1
.
手順
1. ボウルにゼラチン、水を入れてふやかす
2. 鍋に水、砂糖を入れて火にかけ鍋の側面が泡立ってきたらゼラチンを加えて混ぜながら溶かす
3. 氷水を当てながら冷まし、冷めたら赤ワインを加えて混ぜる
4. 牛乳パックで型を作り、ラップを敷いてベリーを敷き詰める
5. 3を流し入れて冷蔵庫で冷やし固める
6. チョコレートを手で細かく割る。耐熱容器にゼラチン、水を入れてふやかし、600wで10秒加熱して溶かす
7. 鍋に生クリームの半量を入れて火にかけ、あたたまったらチョコレートを加えて 混ぜながら溶かし氷水にあてて時々混ぜながら冷ます
8. ボウルに残りの生クリームを入れて7分立てに泡立てる
9. 溶かしたチョコレートに生クリームを2回に分けて入れてその都度混ぜて、ゼラチンを加えてよく混ぜる
10. 牛乳パックのゼリーが固まったらチョコレートを流し入れて、冷蔵庫で冷やし固める
.
※このレシピでは冷凍ミックスベリーではなく常温の果物を使用しております。
冷凍ミックスベリーを使用する場合、温度や解凍の状況によって固まりにくい場合がございますのでご注意ください。
.
作ったら#デリッシュキッチン のタグをつけてぜひ教えてください！
.
#delishkitchen#でりっしゅ #followme #yum #yummy#food #foodie #foodpics #instafood#instagood #recipe #cooking #delicious#delistagrammer #デリスタグラマー#グルメ #レシピ #料理 #手料理 #おうちごはん #おうちカフェ #手作りおやつ #おやつ#ワイン#ソレイユ#赤ワイン#チョコ#チョコレート #スイーツ",2017-12-01 18:00:19 +0900,118085,4866
https://www.instagram.com/p/BcJhLoOh3RT,"こねない！ #卵焼き器で食パン
パンの耳のサクサク食感とふわふわしっとりの生地が最高！
卵焼き器を使うので型は不要でお手軽♪
パンの幸せな香りと食感に驚くこと間違い無しです♡
■材料(4枚切りの大きさ2枚分)
強力粉  150g
薄力粉  50g
牛乳  150cc
バター  20g
砂糖  大さじ1
塩  小さじ1/3
ドライイースト  小さじ1(3g)
ピザ用チーズ  50g
サラダ油  少々
打ち粉（強力粉） 少々
■手順
(1)耐熱ボウルに牛乳とバターを入れ600Wのレンジで1分加熱してバターが溶けるまで混ぜる。（人肌程度の温度になっているか確認しましょう♪イースト発酵を促進するため）
(2)1にドライイースト、砂糖、塩の順に加えてその都度よく混ぜる。
(3)強力粉、薄力粉を加え、スプーンで全体がなめらかになるまで混ぜる。（スプーンでしっかり混ぜておくとふんわりと仕上がります。）ボウルにふんわりとラップをし、200Wのレンジで30秒加熱する。
(4)まな板に打ち粉をして半分に切り、めん棒で長方形に伸ばす。
(5)ピザ用チーズを散らし両サイドを内側にたたんで手前から丸めて閉じ目を摘んでとじ、卵焼き器の大きさに伸ばす。
(6)卵焼き器にサラダ油をぬり、入れて形を整え、アルミホイルをかぶせ、ごく弱火で20秒温めてすぐに消し、そのまま30分置く（閉じ目をしっかりと閉じることで内部の空気を逃さずふんわりと仕上げます。）
(7)生地が一回り大きくなったらアルミホイルでふたをし、ごく弱火で7分加熱して裏に返して7分加熱する。（弱火よりも更に弱くじっくりと焼くことで焦がさずに作れます）残りの生地を卵焼き器に入れ、6、7を繰り返す。
作ったら#デリッシュキッチン のタグをつけてぜひ教えてください！  #delishkitchen #でりっしゅ #followme #yum #yummy #food #foodie #foodpics #instafood #instagood #recipe #cooking #delicious #delistagrammer #デリスタグラマー#グルメ #レシピ #料理 #手料理 #おうちごはん #おうちカフェ  #手作りおやつ #おやつ #手作りパン",2017-12-01 15:00:33 +0900,187579,6042
